Title,Rating,Popular,SalesPerWeek,Price,ReqSpec,Overall
Deca Sports Extreme,Low,No,11,38,Medium,Bad
Cruis'n,High,Yes,41,37,Medium,Good
Hatsune Miku: Project Diva X,Average,Yes,32,35,Medium,Good
Battle Arena Toshinden Remix,Average,No,25,31,Medium,Good
Assassin's Creed Chronicles,Average,Yes,33,38,Medium,Good
Legends of Wrestling II,High,No,46,38,High,Good
Tropico 5,Low,No,12,34,Medium,Bad
A.C.E.: Another Century's Episode Portable,Average,Yes,10,39,Medium,Bad
Dragon Quest Builders: Revive Alefgard,Low,No,15,17,High,Bad
Rodea the Sky Soldier,High,No,37,22,High,Good
Peggle: Dual Shot,High,No,50,23,Low,Good
Jikkyou Powerful Pro Yakyuu 9,High,No,37,16,Low,Good
Sniper Elite,High,No,10,19,Medium,Bad
Etrian Odyssey V,High,No,33,30,Low,Good
Jikkyou Powerful Pro Yakyuu 2014,Average,No,28,30,High,Good
Barbie as The Island Princess,Average,No,43,22,Medium,Good
Crime Killer,High,No,41,21,Medium,Good
NPPL: Championship Paintball 2009,High,No,24,21,Low,Good
Backyard Wrestling 2: There Goes the Neighborhood,High,Yes,14,27,Medium,Good
Dementium II,High,Yes,37,27,Medium,Good
Don Bradman Cricket 14,Average,No,35,30,High,Good
USA Today Crossword Challenge,Low,Yes,23,24,High,Bad
MegaTagmension Blanc + Neptune VS Zombies,Low,Yes,47,18,Medium,Bad
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,High,Yes,44,11,High,Good
SD Gundam G Generation-F.I.F,High,Yes,37,13,High,Good
Jaws: Ultimate Predator,High,No,46,12,Low,Good
Yakuza Kiwami,High,No,38,32,Low,Good
Raiden IV,High,No,33,32,Low,Good
Deception IV: Blood Ties,High,Yes,25,40,High,Good
The Walking Dead: Survival Instinct,Average,No,33,30,Medium,Good
Rock Band: Metal Track Pack,Average,Yes,28,25,Medium,Good
Charm Girls Club: My Perfect Prom,Average,Yes,42,19,Medium,Good
DreamWorks Super Star Kartz,High,No,50,24,Low,Good
Harukanaru Augusta 2: Masters,Average,No,10,28,Medium,Bad
Castlevania: Curse of Darkness,Low,No,23,19,Medium,Bad
Spider-Man: Edge of Time,Average,Yes,16,23,Medium,Bad
Mobil 1 Rally Championship,Average,Yes,22,28,High,Good
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,Low,Yes,26,35,High,Bad
Turok: Evolution,High,No,33,28,High,Good
The Clique: Diss and Make Up,High,No,25,23,Medium,Good
Love Live! School Idol Paradise,Average,Yes,42,37,High,Good
Rugrats: Totally Angelica,High,No,24,26,Low,Good
Nightshade,High,Yes,50,36,High,Good
NFL Tour,Average,Yes,45,20,Medium,Good
Ridge Racer Unbounded,High,Yes,22,37,High,Good
CSI: Crime Scene Investigation,High,Yes,24,21,High,Good
The Lord of the Rings: Aragorn's Quest,Average,No,46,15,High,Good
Yogi Bear: The Video Game,High,Yes,25,26,Low,Good
Makai Shin Trillion,Low,No,21,30,Medium,Bad
Buffy the Vampire Slayer: Chaos Bleeds,High,Yes,32,31,Medium,Good
Lost Horizon,Average,Yes,35,30,High,Good
Hanagumi Taisen Columns,High,Yes,42,40,Medium,Good
Tales of Destiny 2,High,Yes,38,17,Low,Good
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,High,No,22,33,High,Good
Power Pro Kun Pocket 14,High,No,19,39,Low,Bad
Get Up and Dance,Average,No,32,24,High,Good
Merv Griffin's Crosswords,Average,No,30,10,High,Good
Rango: The Video Game,High,No,10,31,Medium,Bad
Planet 51,Average,No,50,28,Low,Good
Ultimate Puzzle Games: Sudoku Edition,High,No,32,31,Medium,Good
Tokyo Twilight Ghost Hunters,Low,Yes,20,19,Medium,Bad
Deadpool,Average,Yes,46,39,Low,Good
UN Squadron,High,No,11,31,Low,Bad
Tecmo Super Bowl,Low,Yes,24,33,Medium,Bad
TMNT,Low,No,47,16,Low,Bad
Dora the Explorer: Journey to the Purple Planet,High,No,47,29,High,Good
Lunar 2: Eternal Blue,High,No,38,23,High,Good
NHL Powerplay '96,Average,No,22,16,High,Good
Thousand Arms,High,Yes,11,37,High,Good
de Blob 2,Low,Yes,22,10,Low,Bad
Arctic Thunder,Average,Yes,16,37,Low,Good
Hyperdimension Neptunia Re;Birth 3,High,No,43,16,Medium,Good
Barnyard,High,No,39,15,Low,Good
Stolen Song,Low,Yes,29,35,Low,Bad
Darkspore,Average,Yes,15,25,Medium,Bad
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,Low,Yes,27,16,Low,Bad
Armored Core: Verdict Day,Average,No,40,16,High,Good
Yattaman DS: BikkuriDokkiri Daisakusen da Koron,Average,No,28,37,High,Good
Harvey Birdman: Attorney at Law,Average,No,50,27,Medium,Good
Wipeout 2,High,No,50,16,Medium,Good
Dawn of Discovery,High,No,20,15,High,Bad
DEATH NOTE: Kira Game,High,Yes,29,38,High,Good
Sengoku Cyber: Fujimaru Jigokuhen,Average,No,32,38,Low,Good
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,Average,No,14,27,High,Bad
ASH: Archaic Sealed Heat,High,No,19,24,Medium,Bad
Happy Feet Two,Low,No,45,19,Medium,Bad
Brunswick Pro Bowling,Average,No,14,23,Medium,Bad
Fantastic Four: Rise of the Silver Surfer,Average,Yes,36,28,Medium,Good
Dorabase 2: Nettou Ultra Stadium,Average,Yes,45,23,Low,Good
Center Ring Boxing,High,No,17,25,High,Bad
NHL 2K3,Average,No,24,38,Low,Good
Puzzler World 2,Average,Yes,30,11,High,Good
Die Hard: Vendetta,High,No,44,37,High,Good
Sword Art Online: Hollow Fragment,High,No,49,33,Medium,Good
F1 2002,High,No,25,11,High,Good
Hasbro Family Game Night Fun Pack,High,Yes,38,38,High,Good
FIFA Soccer,High,No,33,37,Low,Good
Dead Island Definitive Collection,High,No,27,37,High,Good
Sphinx and the Cursed Mummy,High,Yes,32,13,High,Good
Army Men: Soldiers of Misfortune,Average,No,26,28,Low,Good
GT Advance 2: Rally Racing,High,No,20,26,Medium,Bad
Mystery P.I. - Portrait of a Thief,High,Yes,12,35,Medium,Good
Yakuza,High,Yes,41,15,High,Good
DOA 2: Dead or Alive 2 Hardcore,Average,Yes,50,27,High,Good
A Witch's Tale,High,No,12,40,High,Bad
Hollywood Squares,High,No,34,34,High,Good
